tweet_id,text
1923209481464262689,"David Faitelson
@DavidFaitelson_
·
May 15
Muy disputado e intenso el Cruz Azul-América…
Nada espectacular…
Han quedado a deber…
125
9
481
78K"
1923190332407107591,"David Faitelson
@DavidFaitelson_
·
May 15
Alejandro Zendejas, a la banca esta noche…
No entiendo a los futbolistas de hoy. Un virus o un malestar estomacal no te puede sacar de un juego decisivo como este.
283
30
1K
161K"
1923186407930986963,"David Faitelson
@DavidFaitelson_
·
May 15
El América pierde a su mejor futbolista. Alejandro Zendejas no  juega esta noche por un tema estomacal…
Lo que Jardine jamás imaginó: jugar semifinales ante Cruz Azul sin Zendejas y sin Brian Rodríguez…
62
13
473
70K"
1923135073395552470,"David Faitelson
@DavidFaitelson_
·
May 15
Los esperamos esta noche en @faitelsonsincensura…

+ Chivas fue eliminado hace casi un mes: sigue sin entrenador, sin refuerzos y sin un proyecto a seguir…

+ Tigres apostó por un entrenador debutante y por lo tanto “entregó” la temporada…

+ El América no puede quejarse de
Show more
35
2
68
41K"
1923131591569613180,"David Faitelson
@DavidFaitelson_
·
May 15
El Barcelona es campeón de España…
Y lo hace con un adolescente ==Lamine Yamal== como su gran figura…
65
155
3.3K
84K"
1923067219828707359,"David Faitelson
@DavidFaitelson_
·
May 15
43
2
100
32K"
1922879884726095923,"David Faitelson
@DavidFaitelson_
·
May 14
Toluca está muy cerca de la gran final.
Hoy, brindó un excelente partido en el Universitario de San Nicolás de los Garza…
61
36
1.1K
89K"
1922877991857651860,"David Faitelson
@DavidFaitelson_
·
May 14
Toluca termina siendo mejor que Tigres…
38
15
651
64K"
1922865461072449917,"David Faitelson
@DavidFaitelson_
·
May 14
La pregunta es: ¿Por qué Marcel Ruiz no ha recibido una oportunidad plena en la selección mexicana?
294
68
2.4K
196K"
1922863038484365743,"David Faitelson
@DavidFaitelson_
·
May 14
Tigres sabe que hoy se está jugando gran parte de sus ilusiones por alcanzar la final…
40
12
609
65K"
1922862956057890877,"David Faitelson
@DavidFaitelson_
·
May 14
Muy parejos los primeros 45 minutos de la semifinal…
Tigres y Toluca se reparten el protagonismo…
El empate del final del primer tiempo es muy justo…
33
13
281
43K"
1922861243599041018,"David Faitelson
@DavidFaitelson_
·
May 14
Vega Vs. Nahuel, “la batalla de la serie”…
17
16
705
59K"
1922847278357680235,"David Faitelson
@DavidFaitelson_
·
May 14
Robert Dante Siboldi regresa al futbol tras el bochornoso pasaje de Tigres…
Será el nuevo entrenador del Mazatlán…
Buen director, gran persona…
Excelente la primera elección de Jaime Ordiales en 
@MazatlanFC
…
204
79
2.4K
219K"
1927211890330972300,"David Faitelson
@DavidFaitelson_
·
May 26
Los esperamos esta noche en #tercergradodeportivo 
@nmas
…
Tenemos un programa con temas muy interesantes…
@DeniseMaerker
 @LaReimers
 @FJG_TD
 @adelarosa
 @albertolati
 
Al terminar “En Punto” por 
@Canal_Estrellas
37
10
63
25K"
1927202254529945679,"David Faitelson
@DavidFaitelson_
·
May 26
El Atlante es un “esquirol”…
No hay otra forma de llamarle.
217
32
651
117K"
1927191225074872705,"David Faitelson
@DavidFaitelson_
·
May 26
¿Alguien acaso duda de la grandeza del Toluca?
438
76
1.8K
219K"
1927153505770377509,"David Faitelson
@DavidFaitelson_
·
May 26
Los esperamos está noche en #Faitelsonsincensura…
 Especial con el 
@TolucaFC
 desde la sala de trofeos del Nemesio Diez…
8pm en 
@TUDNMEX
 
10 pm en 
@TUDNUSA
229
44
1.1K
103K"
1927054697921183797,"David Faitelson
@DavidFaitelson_
·
May 26
La postal de la noche de anoche…
188
117
4.8K
177K"
1927052865761120281,"David Faitelson
@DavidFaitelson_
·
May 26
Luis Romo desapareció en Chivas y Chivas, como lo hace con otros futbolistas, hizo que Luis Romo desapareciera de la selección mexicana…
250
69
3K
266K"
1927051150705988071,"David Faitelson
@DavidFaitelson_
·
May 26
El regreso de Guillermo Ochoa a la convocatoria de la selección podría ser el resultado de la poca calidad que existe al momento en la portería mexicana…
Tampoco es que Alex Padilla haya tenido una temporada extraordinaria…
159
19
710
97K"
1926909223683649584,"David Faitelson
@DavidFaitelson_
·
May 26
Le hace bien al futbol mexicano que no siempre gane el América…
409
63
1.7K
203K"
1926894262530031771,"David Faitelson
@DavidFaitelson_
·
May 26
El color: La noche roja…  El undécimo mandamiento del Toluca 

Gracias al maravilloso trabajo de Dan García y Alex Hinojosa
4:13
312
385
3K
186K"
1926848371047756223,"David Faitelson
@DavidFaitelson_
·
May 25
Está toma demuestra que sí era penalti.
Gran trabajo de César Ramos y su equipo…
Quote
Raúl Orvañanos
@RaulOrvananos
·
May 25
754
865
12K
1.2M"
1926844723278258269,"David Faitelson
@DavidFaitelson_
·
May 25
La postal de la noche…
Alexis la levanta. El infierno se cae…
121
103
2.8K
117K"
1926842774730444961,"David Faitelson
@DavidFaitelson_
·
May 25
El América fracasó. Punto.
#laseñaldelcampeon
403
67
1.3K
161K"
1926842648939115006,"David Faitelson
@DavidFaitelson_
·
May 25
Grande, el Toluca…
Alexis, maravilloso…
Imponente, Mohamed…
El infierno sabe a gloria…
#LaSenalDelCampeon
87
31
782
76K"
1926838768482332868,"David Faitelson
@DavidFaitelson_
·
May 25
El Toluca toca el cielo con las manos en su propio infierno…
#laseñaldelcampeon
97
31
810
88K"
